Gene	Test	Fit Error(Adj)	Pure Error(Adj)	F-Statistic	F-Critical Value	AIC	AICc	RSS	Fine AIC	Fine AICc	Fine RSS	Density-Compensated AICc
KLF4 	 N3 	 0.4157394 	 0.2328704 	 1.785282 	 1.427582 	 -144.6202 	 -139.8834 	 1.621384 	 -8367.996 	 -8367.815 	 0.2301868 	 -379.3889 
NACC1 	 U 	 Inf 	 0.174537 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
NACC1 	 LR 	 0.1912341 	 0.174537 	 1.095665 	 1.395376 	 -187.9713 	 -187.7046 	 0.8796766 	 -5974.889 	 -5974.877 	 2.54935 	 -282.4333 
NACC1 	 N1 	 0.2019414 	 0.174537 	 1.157011 	 1.399485 	 -184.4113 	 -183.8658 	 0.9087361 	 -6852.176 	 -6852.152 	 1.059111 	 -322.3182 
NACC1 	 N2 	 0.2113289 	 0.174537 	 1.210797 	 1.412735 	 -179.5419 	 -177.4931 	 0.8875814 	 -7477.649 	 -7477.564 	 0.5635992 	 -345.0952 
NACC1 	 N3 	 0.2306756 	 0.174537 	 1.321643 	 1.427582 	 -172.8944 	 -168.1576 	 0.899635 	 -8409.271 	 -8409.089 	 0.2208885 	 -381.3681 
DNMT3L 	 U 	 Inf 	 0.09583333 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DNMT3L 	 LR 	 0.2149173 	 0.09583333 	 2.242616 	 1.395376 	 -182.367 	 -182.1004 	 0.9886197 	 -3733.898 	 -3733.886 	 23.91704 	 -174.9732 
DNMT3L 	 N1 	 0.200161 	 0.09583333 	 2.088636 	 1.399485 	 -184.8363 	 -184.2909 	 0.9007244 	 -5091.089 	 -5091.065 	 6.151881 	 -237.8704 
DNMT3L 	 N2 	 0.3041154 	 0.09583333 	 3.173378 	 1.412735 	 -162.0703 	 -160.0215 	 1.277285 	 -8603.991 	 -8603.906 	 0.1829342 	 -399.1056 
DNMT3L 	 N3 	 0.3241448 	 0.09583333 	 3.382381 	 1.427582 	 -156.5659 	 -151.829 	 1.264165 	 -9593.157 	 -9592.975 	 0.06769112 	 -438.1378 
EZH2 	 U 	 Inf 	 0.1553241 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
EZH2 	 LR 	 0.3852963 	 0.1553241 	 2.480596 	 1.395376 	 -154.3466 	 -154.0799 	 1.772363 	 -5502.479 	 -5502.467 	 4.086859 	 -259.7803 
EZH2 	 N1 	 0.400453 	 0.1553241 	 2.578177 	 1.399485 	 -151.5496 	 -151.0041 	 1.802039 	 -5923.687 	 -5923.663 	 2.677788 	 -277.7952 
EZH2 	 N2 	 0.4359102 	 0.1553241 	 2.806456 	 1.412735 	 -144.7889 	 -142.7401 	 1.830823 	 -7989.827 	 -7989.743 	 0.3378751 	 -369.6552 
EZH2 	 N3 	 0.4692906 	 0.1553241 	 3.021364 	 1.427582 	 -138.8044 	 -134.0675 	 1.830233 	 -8403.67 	 -8403.488 	 0.222128 	 -381.0995 
EED 	 U 	 Inf 	 0.1571759 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
EED 	 LR 	 0.2166054 	 0.1571759 	 1.378108 	 1.395376 	 -181.9915 	 -181.7248 	 0.9963847 	 -6072.734 	 -6072.722 	 2.31195 	 -287.1252 
EED 	 N1 	 0.2163976 	 0.1571759 	 1.376786 	 1.399485 	 -181.0926 	 -180.5471 	 0.973789 	 -6463.345 	 -6463.321 	 1.561853 	 -303.6729 
EED 	 N2 	 0.2351583 	 0.1571759 	 1.496147 	 1.412735 	 -174.4134 	 -172.3646 	 0.9876648 	 -7500.212 	 -7500.127 	 0.5510376 	 -346.1772 
EED 	 N3 	 0.2528773 	 0.1571759 	 1.60888 	 1.427582 	 -168.4836 	 -163.7468 	 0.9862213 	 -7456.728 	 -7456.546 	 0.5720634 	 -335.6917 
SMARCC2 	 U 	 Inf 	 0.02824074 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SMARCC2 	 LR 	 0.02907933 	 0.02824074 	 1.029694 	 1.395376 	 -278.3779 	 -278.1112 	 0.1337649 	 -8123.727 	 -8123.715 	 0.2979432 	 -385.4745 
SMARCC2 	 N1 	 0.03251811 	 0.02824074 	 1.151461 	 1.399485 	 -272.0679 	 -271.5225 	 0.1463315 	 -7286.194 	 -7286.17 	 0.6864964 	 -343.1302 
SMARCC2 	 N2 	 0.03736373 	 0.02824074 	 1.323044 	 1.412735 	 -262.7122 	 -260.6634 	 0.1569277 	 -9852.996 	 -9852.912 	 0.05252919 	 -458.998 
SMARCC2 	 N3 	 0.03874518 	 0.02824074 	 1.371961 	 1.427582 	 -258.5267 	 -253.7899 	 0.1511062 	 -10480.39 	 -10480.2 	 0.02789958 	 -480.6823 
NODAL 	 U 	 Inf 	 0.1134259 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
NODAL 	 LR 	 0.1545539 	 0.1134259 	 1.362598 	 1.395376 	 -198.1931 	 -197.9265 	 0.7109481 	 -3902.913 	 -3902.901 	 20.20126 	 -183.0778 
NODAL 	 N1 	 0.1582357 	 0.1134259 	 1.395058 	 1.399485 	 -196.1181 	 -195.5726 	 0.7120607 	 -7453.521 	 -7453.497 	 0.5808199 	 -351.1539 
NODAL 	 N2 	 0.1663008 	 0.1134259 	 1.466162 	 1.412735 	 -191.0435 	 -188.9948 	 0.6984632 	 -8685.263 	 -8685.178 	 0.1686686 	 -403.0028 
NODAL 	 N3 	 0.1801065 	 0.1134259 	 1.587878 	 1.427582 	 -184.7727 	 -180.0359 	 0.7024155 	 -8525.263 	 -8525.081 	 0.1967201 	 -386.9301 
CDH1 	 U 	 Inf 	 0.1662037 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
CDH1 	 LR 	 0.5650118 	 0.1662037 	 3.399514 	 1.395376 	 -135.9706 	 -135.7039 	 2.599054 	 -6120.519 	 -6120.507 	 2.204178 	 -289.4165 
CDH1 	 N1 	 0.6966874 	 0.1662037 	 4.191768 	 1.399485 	 -124.97 	 -124.4246 	 3.135093 	 -5561.953 	 -5561.929 	 3.843424 	 -260.4493 
CDH1 	 N2 	 0.6590189 	 0.1662037 	 3.965128 	 1.412735 	 -124.9497 	 -122.901 	 2.767879 	 -9346.447 	 -9346.363 	 0.08713092 	 -434.7079 
CDH1 	 N3 	 0.7070131 	 0.1662037 	 4.253895 	 1.427582 	 -119.1327 	 -114.3958 	 2.757351 	 -9479.5 	 -9479.319 	 0.07583029 	 -432.6877 
LEFTY2 	 U 	 Inf 	 0.1488426 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LEFTY2 	 LR 	 0.424978 	 0.1488426 	 2.855218 	 1.395376 	 -149.6414 	 -149.3747 	 1.954899 	 -3474.364 	 -3474.352 	 30.99624 	 -162.528 
LEFTY2 	 N1 	 0.6108459 	 0.1488426 	 4.103972 	 1.399485 	 -131.2816 	 -130.7362 	 2.748806 	 -4688.29 	 -4688.266 	 9.199546 	 -218.5554 
LEFTY2 	 N2 	 0.8245405 	 0.1488426 	 5.539681 	 1.412735 	 -114.1942 	 -112.1454 	 3.46307 	 -8042.214 	 -8042.129 	 0.3206476 	 -372.1673 
LEFTY2 	 N3 	 0.8700599 	 0.1488426 	 5.845504 	 1.427582 	 -109.172 	 -104.4352 	 3.393234 	 -8688.133 	 -8687.951 	 0.1671806 	 -394.7401 
RIF1 	 U 	 Inf 	 0.1847222 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
RIF1 	 LR 	 0.2348098 	 0.1847222 	 1.271151 	 1.395376 	 -178.118 	 -177.8513 	 1.080125 	 -6422.733 	 -6422.721 	 1.629775 	 -303.9083 
RIF1 	 N1 	 0.2642425 	 0.1847222 	 1.430486 	 1.399485 	 -171.5046 	 -170.9591 	 1.189091 	 -6634.134 	 -6634.11 	 1.316866 	 -311.8626 
RIF1 	 N2 	 0.2758372 	 0.1847222 	 1.493254 	 1.412735 	 -166.7549 	 -164.7061 	 1.158516 	 -7356.451 	 -7356.367 	 0.6361407 	 -339.2836 
RIF1 	 N3 	 0.322775 	 0.1847222 	 1.747354 	 1.427582 	 -156.7692 	 -152.0323 	 1.258823 	 -8829.757 	 -8829.576 	 0.1451245 	 -401.5312 
ETV5 	 U 	 Inf 	 0.1965278 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
ETV5 	 LR 	 0.1973514 	 0.1965278 	 1.004191 	 1.395376 	 -186.4599 	 -186.1932 	 0.9078164 	 -6196.919 	 -6196.907 	 2.042207 	 -293.0801 
ETV5 	 N1 	 0.2188627 	 0.1965278 	 1.113648 	 1.399485 	 -180.5488 	 -180.0034 	 0.9848823 	 -7244.697 	 -7244.673 	 0.7155534 	 -341.1403 
ETV5 	 N2 	 0.233342 	 0.1965278 	 1.187323 	 1.412735 	 -174.7856 	 -172.7368 	 0.9800363 	 -7287.186 	 -7287.102 	 0.6817178 	 -335.9621 
ETV5 	 N3 	 0.2568956 	 0.1965278 	 1.307172 	 1.427582 	 -167.7269 	 -162.99 	 1.001893 	 -8525.085 	 -8524.903 	 0.1967551 	 -386.9216 
DNMT3B 	 U 	 Inf 	 0.1326389 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DNMT3B 	 LR 	 0.26673 	 0.1326389 	 2.010949 	 1.395376 	 -171.9998 	 -171.7332 	 1.226958 	 -3922.158 	 -3922.146 	 19.81659 	 -184.0006 
DNMT3B 	 N1 	 0.2038953 	 0.1326389 	 1.537221 	 1.399485 	 -183.9491 	 -183.4036 	 0.9175287 	 -8186.623 	 -8186.599 	 0.2792398 	 -386.3076 
DNMT3B 	 N2 	 0.2129311 	 0.1326389 	 1.605344 	 1.412735 	 -179.1794 	 -177.1306 	 0.8943105 	 -8578.293 	 -8578.208 	 0.1876913 	 -397.8734 
DNMT3B 	 N3 	 0.2363587 	 0.1326389 	 1.781971 	 1.427582 	 -171.7262 	 -166.9894 	 0.9217989 	 -9131.766 	 -9131.584 	 0.1073275 	 -416.0132 
KDM5A 	 U 	 Inf 	 0.2101852 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
KDM5A 	 LR 	 0.2130808 	 0.2101852 	 1.013777 	 1.395376 	 -182.779 	 -182.5123 	 0.9801718 	 -5610.414 	 -5610.402 	 3.66911 	 -264.956 
KDM5A 	 N1 	 0.3529446 	 0.2101852 	 1.679208 	 1.399485 	 -157.6113 	 -157.0658 	 1.588251 	 -4976.915 	 -4976.891 	 6.895144 	 -232.3955 
KDM5A 	 N2 	 0.2434237 	 0.2101852 	 1.158139 	 1.412735 	 -172.7553 	 -170.7065 	 1.02238 	 -7543.159 	 -7543.074 	 0.5278957 	 -348.2366 
KDM5A 	 N3 	 0.2662536 	 0.2101852 	 1.266757 	 1.427582 	 -166.0095 	 -161.2726 	 1.038389 	 -7722.062 	 -7721.881 	 0.4388599 	 -348.415 
JARID2 	 U 	 Inf 	 0.1858796 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
JARID2 	 LR 	 0.1736431 	 0.1858796 	 0.9341697 	 1.395376 	 -192.6031 	 -192.3364 	 0.7987583 	 -5711.633 	 -5711.621 	 3.316239 	 -269.8097 
JARID2 	 N1 	 0.2296818 	 0.1858796 	 1.235648 	 1.399485 	 -178.2328 	 -177.6874 	 1.033568 	 -8076.907 	 -8076.883 	 0.3115867 	 -381.0465 
JARID2 	 N2 	 0.2363588 	 0.1858796 	 1.271569 	 1.412735 	 -174.169 	 -172.1202 	 0.9927068 	 -8374.355 	 -8374.27 	 0.2301045 	 -388.0941 
JARID2 	 N3 	 0.246795 	 0.1858796 	 1.327714 	 1.427582 	 -169.6522 	 -164.9154 	 0.9625006 	 -8845.603 	 -8845.421 	 0.1428453 	 -402.2911 
LOX 	 U 	 Inf 	 0.169213 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LOX 	 LR 	 0.126341 	 0.169213 	 0.7466387 	 1.395376 	 -207.868 	 -207.6013 	 0.5811684 	 -4896.967 	 -4896.955 	 7.483375 	 -230.7447 
LOX 	 N1 	 0.1782643 	 0.169213 	 1.053491 	 1.399485 	 -190.3974 	 -189.8519 	 0.8021894 	 -6023.838 	 -6023.813 	 2.422842 	 -282.5976 
LOX 	 N2 	 0.1740745 	 0.169213 	 1.02873 	 1.412735 	 -188.8507 	 -186.8019 	 0.7311127 	 -8286.869 	 -8286.785 	 0.2511202 	 -383.899 
LOX 	 N3 	 0.1879831 	 0.169213 	 1.110926 	 1.427582 	 -182.7181 	 -177.9813 	 0.7331342 	 -8295.014 	 -8294.832 	 0.2475967 	 -375.8892 
Sox1 	 U 	 Inf 	 0.03240741 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
Sox1 	 LR 	 0.03187072 	 0.03240741 	 0.9834394 	 1.395376 	 -273.9782 	 -273.7115 	 0.1466053 	 -8564.714 	 -8564.702 	 0.1917813 	 -406.6207 
Sox1 	 N1 	 0.032596 	 0.03240741 	 1.005819 	 1.399485 	 -271.9531 	 -271.4076 	 0.146682 	 -8200.819 	 -8200.795 	 0.2753078 	 -386.9883 
Sox1 	 N2 	 0.03737809 	 0.03240741 	 1.153381 	 1.412735 	 -262.6938 	 -260.645 	 0.156988 	 -10119.09 	 -10119.01 	 0.04026736 	 -471.7577 
Sox1 	 N3 	 0.03928335 	 0.03240741 	 1.212172 	 1.427582 	 -257.8646 	 -253.1277 	 0.1532051 	 -10404.81 	 -10404.63 	 0.03008767 	 -477.0581 
Wnt3 	 U 	 Inf 	 0.04768519 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
Wnt3 	 LR 	 0.05039957 	 0.04768519 	 1.056923 	 1.395376 	 -251.98 	 -251.7134 	 0.231838 	 -5879.821 	 -5879.809 	 2.80334 	 -277.8746 
Wnt3 	 N1 	 0.04439284 	 0.04768519 	 0.9309567 	 1.399485 	 -257.1264 	 -256.581 	 0.1997678 	 -9111.308 	 -9111.284 	 0.1108646 	 -430.6481 
Wnt3 	 N2 	 0.04824889 	 0.04768519 	 1.011821 	 1.412735 	 -250.4399 	 -248.3912 	 0.2026454 	 -9915.448 	 -9915.364 	 0.04935204 	 -461.9927 
Wnt3 	 N3 	 0.05107194 	 0.04768519 	 1.071023 	 1.427582 	 -245.2677 	 -240.5309 	 0.1991806 	 -10138.52 	 -10138.34 	 0.03925716 	 -464.2892 
Gata6 	 U 	 Inf 	 0.1159722 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
Gata6 	 LR 	 0.1205697 	 0.1159722 	 1.039643 	 1.395376 	 -210.1123 	 -209.8456 	 0.5546206 	 -6107.364 	 -6107.352 	 2.233334 	 -288.7858 
Gata6 	 N1 	 0.1326636 	 0.1159722 	 1.143926 	 1.399485 	 -204.579 	 -204.0335 	 0.5969863 	 -5595.893 	 -5595.869 	 3.715294 	 -262.0768 
Gata6 	 N2 	 0.1235056 	 0.1159722 	 1.064959 	 1.412735 	 -205.3241 	 -203.2753 	 0.5187236 	 -7638.613 	 -7638.529 	 0.4798818 	 -352.8138 
Gata6 	 N3 	 0.1340876 	 0.1159722 	 1.156204 	 1.427582 	 -198.9354 	 -194.1985 	 0.5229415 	 -8123.892 	 -8123.71 	 0.2937568 	 -367.6835 
DPPA2 	 U 	 Inf 	 0.07175926 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
DPPA2 	 LR 	 0.09654626 	 0.07175926 	 1.345419 	 1.395376 	 -220.7781 	 -220.5115 	 0.4441128 	 -4356.982 	 -4356.97 	 12.83441 	 -204.8513 
DPPA2 	 N1 	 0.1382375 	 0.07175926 	 1.926407 	 1.399485 	 -202.6035 	 -202.058 	 0.6220689 	 -8905.925 	 -8905.901 	 0.1361133 	 -420.7996 
DPPA2 	 N2 	 0.1511758 	 0.07175926 	 2.106708 	 1.412735 	 -195.6206 	 -193.5718 	 0.6349383 	 -9913.063 	 -9912.978 	 0.04946981 	 -461.8783 
DPPA2 	 N3 	 0.1628395 	 0.07175926 	 2.269248 	 1.427582 	 -189.6103 	 -184.8735 	 0.6350741 	 -9999.143 	 -9998.962 	 0.04512218 	 -457.6057 
SALL1 	 U 	 Inf 	 0.1979167 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SALL1 	 LR 	 0.3390468 	 0.1979167 	 1.713079 	 1.395376 	 -160.4846 	 -160.2179 	 1.559615 	 -5026.826 	 -5026.814 	 6.572895 	 -236.9717 
SALL1 	 N1 	 0.4109077 	 0.1979167 	 2.076165 	 1.399485 	 -150.3125 	 -149.767 	 1.849084 	 -6360.843 	 -6360.819 	 1.730261 	 -298.7577 
SALL1 	 N2 	 0.4787378 	 0.1979167 	 2.418886 	 1.412735 	 -140.2905 	 -138.2417 	 2.010699 	 -7704.768 	 -7704.683 	 0.4491924 	 -355.986 
SALL1 	 N3 	 0.5137982 	 0.1979167 	 2.596033 	 1.427582 	 -134.4552 	 -129.7183 	 2.003813 	 -7823.071 	 -7822.89 	 0.3967363 	 -353.2586 
NR0B1_DAX1 	 U 	 Inf 	 0.0162037 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
NR0B1_DAX1 	 LR 	 0.01896788 	 0.0162037 	 1.170589 	 1.395376 	 -298.8873 	 -298.6207 	 0.08725224 	 -8791.964 	 -8791.952 	 0.1528311 	 -417.5178 
NR0B1_DAX1 	 N1 	 0.01926011 	 0.0162037 	 1.188624 	 1.399485 	 -297.2085 	 -296.663 	 0.0866705 	 -8488.856 	 -8488.832 	 0.2064669 	 -400.8003 
NR0B1_DAX1 	 N2 	 0.02281174 	 0.0162037 	 1.40781 	 1.412735 	 -286.3966 	 -284.3479 	 0.09580931 	 -10595.81 	 -10595.72 	 0.02501063 	 -494.6173 
NR0B1_DAX1 	 N3 	 0.02387028 	 0.0162037 	 1.473137 	 1.427582 	 -281.7766 	 -277.0398 	 0.09309408 	 -10788.34 	 -10788.16 	 0.02051105 	 -495.4494 
TCF3 	 U 	 Inf 	 0.21875 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
TCF3 	 LR 	 0.3376171 	 0.21875 	 1.543392 	 1.395376 	 -160.6874 	 -160.4207 	 1.553038 	 -5781.068 	 -5781.056 	 3.094003 	 -273.1392 
TCF3 	 N1 	 0.3491252 	 0.21875 	 1.596001 	 1.399485 	 -158.1335 	 -157.5881 	 1.571064 	 -5616.007 	 -5615.983 	 3.641384 	 -263.0413 
TCF3 	 N2 	 0.393723 	 0.21875 	 1.799876 	 1.412735 	 -149.6748 	 -147.626 	 1.653637 	 -7165.658 	 -7165.573 	 0.769717 	 -330.1346 
TCF3 	 N3 	 0.4431307 	 0.21875 	 2.02574 	 1.427582 	 -141.5575 	 -136.8207 	 1.72821 	 -7965.684 	 -7965.502 	 0.3440552 	 -360.0971 
PTPN6 	 U 	 Inf 	 0.08726852 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
PTPN6 	 LR 	 0.09851295 	 0.08726852 	 1.128849 	 1.395376 	 -219.8102 	 -219.5435 	 0.4531596 	 -5165.553 	 -5165.541 	 5.722273 	 -243.624 
PTPN6 	 N1 	 0.08182117 	 0.08726852 	 0.9375795 	 1.399485 	 -227.7765 	 -227.231 	 0.3681953 	 -7900.814 	 -7900.79 	 0.3715171 	 -372.6025 
PTPN6 	 N2 	 0.08448754 	 0.08726852 	 0.9681331 	 1.412735 	 -223.5489 	 -221.5001 	 0.3548477 	 -8635.593 	 -8635.509 	 0.1772491 	 -400.621 
PTPN6 	 N3 	 0.09186769 	 0.08726852 	 1.052701 	 1.427582 	 -217.0863 	 -212.3494 	 0.358284 	 -8892.404 	 -8892.222 	 0.1363204 	 -404.5353 
USP16 	 U 	 Inf 	 0.1865741 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
USP16 	 LR 	 0.1382994 	 0.1865741 	 0.7412572 	 1.395376 	 -203.527 	 -203.2603 	 0.6361771 	 -6872.488 	 -6872.476 	 1.039912 	 -325.475 
USP16 	 N1 	 0.144291 	 0.1865741 	 0.7733713 	 1.399485 	 -200.5462 	 -200.0008 	 0.6493097 	 -6939.164 	 -6939.14 	 0.9709592 	 -326.4894 
USP16 	 N2 	 0.1407985 	 0.1865741 	 0.7546519 	 1.412735 	 -199.034 	 -196.9852 	 0.5913536 	 -8403.199 	 -8403.114 	 0.2235685 	 -389.4772 
USP16 	 N3 	 0.1519779 	 0.1865741 	 0.8145714 	 1.427582 	 -192.9237 	 -188.1869 	 0.5927138 	 -8731.962 	 -8731.78 	 0.1600185 	 -396.8418 
SETD1A 	 U 	 Inf 	 0.1706019 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SETD1A 	 LR 	 0.2242737 	 0.1706019 	 1.314603 	 1.395376 	 -180.3216 	 -180.0549 	 1.031659 	 -6664.002 	 -6663.99 	 1.28071 	 -315.4777 
SETD1A 	 N1 	 0.2348349 	 0.1706019 	 1.376509 	 1.399485 	 -177.1678 	 -176.6224 	 1.056757 	 -6823.646 	 -6823.622 	 1.089731 	 -320.9501 
SETD1A 	 N2 	 0.2498365 	 0.1706019 	 1.464442 	 1.412735 	 -171.5071 	 -169.4583 	 1.049313 	 -8213.016 	 -8212.932 	 0.2703482 	 -380.3576 
SETD1A 	 N3 	 0.2727737 	 0.1706019 	 1.598891 	 1.427582 	 -164.8482 	 -160.1113 	 1.063818 	 -8360.996 	 -8360.814 	 0.2318022 	 -379.0532 
HDAC2 	 U 	 Inf 	 0.1493056 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
HDAC2 	 LR 	 0.1427901 	 0.1493056 	 0.9563615 	 1.395376 	 -201.9932 	 -201.7265 	 0.6568344 	 -5866.741 	 -5866.729 	 2.840212 	 -277.2474 
HDAC2 	 N1 	 0.154638 	 0.1493056 	 1.035715 	 1.399485 	 -197.222 	 -196.6766 	 0.6958709 	 -7476.019 	 -7475.994 	 0.5679118 	 -352.2327 
HDAC2 	 N2 	 0.1571892 	 0.1493056 	 1.052802 	 1.412735 	 -193.7482 	 -191.6995 	 0.6601946 	 -8695.767 	 -8695.683 	 0.1669079 	 -403.5065 
HDAC2 	 N3 	 0.1755577 	 0.1493056 	 1.175828 	 1.427582 	 -186.0006 	 -181.2637 	 0.6846749 	 -9034.236 	 -9034.054 	 0.1183111 	 -411.3364 
LUM 	 U 	 Inf 	 0.1701389 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
LUM 	 LR 	 0.4706916 	 0.1701389 	 2.766514 	 1.395376 	 -144.7375 	 -144.4708 	 2.165181 	 -4701.974 	 -4701.962 	 9.092795 	 -221.3944 
LUM 	 N1 	 0.5457259 	 0.1701389 	 3.207532 	 1.399485 	 -136.6926 	 -136.1471 	 2.455767 	 -6515.691 	 -6515.667 	 1.482277 	 -306.183 
LUM 	 N2 	 0.5415084 	 0.1701389 	 3.182743 	 1.412735 	 -134.3766 	 -132.3279 	 2.274335 	 -8349.153 	 -8349.069 	 0.2359711 	 -386.8856 
LUM 	 N3 	 0.5968881 	 0.1701389 	 3.50824 	 1.427582 	 -127.26 	 -122.5232 	 2.327864 	 -9073.75 	 -9073.568 	 0.1137318 	 -413.2312 
SOX13 	 U 	 Inf 	 0.205787 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SOX13 	 LR 	 0.2223305 	 0.205787 	 1.080391 	 1.395376 	 -180.7393 	 -180.4726 	 1.02272 	 -5097.363 	 -5097.351 	 6.12567 	 -240.3541 
SOX13 	 N1 	 0.2319352 	 0.205787 	 1.127064 	 1.399485 	 -177.7642 	 -177.2188 	 1.043708 	 -6240.391 	 -6240.367 	 1.95151 	 -292.9818 
SOX13 	 N2 	 0.2381356 	 0.205787 	 1.157194 	 1.412735 	 -173.8095 	 -171.7607 	 1.00017 	 -7095.038 	 -7094.954 	 0.825981 	 -326.7483 
SOX13 	 N3 	 0.2681283 	 0.205787 	 1.302941 	 1.427582 	 -165.6727 	 -160.9358 	 1.0457 	 -7937.313 	 -7937.131 	 0.3539461 	 -358.7367 
SMAD4 	 U 	 Inf 	 0.1548611 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SMAD4 	 LR 	 0.215399 	 0.1548611 	 1.390917 	 1.395376 	 -182.2596 	 -181.9929 	 0.9908354 	 -6871.912 	 -6871.9 	 1.040511 	 -325.4474 
SMAD4 	 N1 	 0.2304657 	 0.1548611 	 1.488209 	 1.399485 	 -178.0693 	 -177.5238 	 1.037096 	 -6454.429 	 -6454.405 	 1.575826 	 -303.2454 
SMAD4 	 N2 	 0.2447028 	 0.1548611 	 1.580144 	 1.412735 	 -172.5037 	 -170.4549 	 1.027752 	 -6856.777 	 -6856.693 	 1.047954 	 -315.3232 
SMAD4 	 N3 	 0.2406909 	 0.1548611 	 1.554237 	 1.427582 	 -170.8544 	 -166.1175 	 0.9386947 	 -8841.846 	 -8841.665 	 0.1433823 	 -402.1109 
SEMA6A 	 U 	 Inf 	 0.1465278 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
SEMA6A 	 LR 	 0.1695367 	 0.1465278 	 1.157028 	 1.395376 	 -193.7519 	 -193.4852 	 0.7798689 	 -4060.864 	 -4060.852 	 17.25241 	 -190.6519 
SEMA6A 	 N1 	 0.1991559 	 0.1465278 	 1.359168 	 1.399485 	 -185.078 	 -184.5325 	 0.8962015 	 -7824.545 	 -7824.521 	 0.4009303 	 -368.9452 
SEMA6A 	 N2 	 0.2155733 	 0.1465278 	 1.471211 	 1.412735 	 -178.5874 	 -176.5386 	 0.9054078 	 -8264.926 	 -8264.842 	 0.2566857 	 -382.8468 
SEMA6A 	 N3 	 0.2386986 	 0.1465278 	 1.629033 	 1.427582 	 -171.2533 	 -166.5165 	 0.9309245 	 -8092.907 	 -8092.725 	 0.3029918 	 -366.1978 
GAL 	 U 	 Inf 	 0.1543981 	 Inf 	 1.387571 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 	 Inf 
GAL 	 LR 	 0.3519694 	 0.1543981 	 2.279622 	 1.395376 	 -158.6891 	 -158.4224 	 1.619059 	 -4200.397 	 -4200.385 	 15.00762 	 -197.3428 
GAL 	 N1 	 0.5039964 	 0.1543981 	 3.264264 	 1.399485 	 -140.5109 	 -139.9654 	 2.267984 	 -6796.044 	 -6796.02 	 1.120199 	 -319.6265 
